DEU,1970,13.6659021506977
DEU,1971,13.9027881992988
DEU,1972,14.1082395192687
DEU,1973,14.3268505163228
DEU,1974,14.5766705916182
DEU,1975,14.8437591259223
DEU,1976,15.0681897895741
DEU,1977,15.2925109992267
DEU,1978,15.5010804524587
DEU,1979,15.6364831211307
DEU,1980,15.6019033990349
DEU,1981,15.3417925825437
DEU,1982,14.9893237049444
DEU,1983,14.6459123561449
DEU,1984,14.4770945390522
DEU,1985,14.569074820456
DEU,1986,14.7412576341888
DEU,1987,14.8853994197322
DEU,1988,14.9515685770141
DEU,1989,14.9290048400989
DEU,1990,14.923663875158
DEU,1991,14.9642172801949
DEU,1992,15.0132550733491
DEU,1993,15.1167706272908
DEU,1994,15.2888935146104
DEU,1995,15.4718576396894
DEU,1996,15.619410276776
DEU,1997,15.7391764651028
DEU,1998,15.865179403996
DEU,1999,16.089299516446
DEU,2000,16.4485878928302
DEU,2001,16.8547425288518
DEU,2002,17.2778886868499
DEU,2003,17.7495019487382
DEU,2004,18.3160549626408
DEU,2005,18.9388512864665
DEU,2006,19.525822714835
DEU,2007,19.9462032925652
DEU,2008,20.2458377317469
DEU,2009,20.5310148280559
DEU,2010,20.6329777383687
DEU,2011,20.6663754925087
DEU,2012,20.7138575113919
DEU,2013,20.8120256522349
DEU,2014,20.9560782240656
DEU,2015,21.0492801953534
DEU,2016,21.1356652285418
DEU,2017,21.3045561779402
DEU,2018,21.4660802693293
DEU,2019,21.6469667622135
DEU,2020,21.8626357871131
KOR,1970,3.07469780474304
KOR,1971,3.206923007305
KOR,1972,3.117878947654
KOR,1973,3.15881093561184
KOR,1974,3.22985532279731
KOR,1975,3.45074257969472
KOR,1976,3.52068340444598
KOR,1977,3.59597212936083
KOR,1978,3.67106280541483
KOR,1979,3.7430947042588
KOR,1980,3.81922566692307
KOR,1981,3.86893940301702
KOR,1982,3.96531821715881
KOR,1983,4.04539638449654
KOR,1984,4.14200074860251
KOR,1985,4.2686367879973
KOR,1986,4.36926831614187
KOR,1987,4.50829363247864
KOR,1988,4.66762263798645
KOR,1989,4.8363522395961
KOR,1990,5.12041220750065
KOR,1991,5.23479419574746
KOR,1992,5.36220635832133
KOR,1993,5.5142290144404
KOR,1994,5.69535011560981
KOR,1995,5.89149652991526
KOR,1996,6.13926762056828
KOR,1997,6.37450009335508
KOR,1998,6.63055707621723
KOR,1999,6.91507032987358
KOR,2000,7.2219366568463
KOR,2001,7.53834206696012
KOR,2002,7.88533071103595
KOR,2003,8.22650307470946
KOR,2004,8.59003040169339
KOR,2005,8.96716066376531
KOR,2006,9.3434632253342
KOR,2007,9.77880083653567
KOR,2008,10.1694459174031
KOR,2009,10.4991143902384
KOR,2010,10.8287865192701
KOR,2011,11.044353846969
KOR,2012,11.4875416069445
KOR,2013,11.9428737013918
KOR,2014,12.3695354998641
KOR,2015,12.822061738102
KOR,2016,13.1928403879409
KOR,2017,13.7573931001126
KOR,2018,14.285295458047
KOR,2019,14.8618314711272
KOR,2020,15.6920454674715
SWE,1970,13.6695410723704
SWE,1971,13.919755697138
SWE,1972,14.2094941809771
SWE,1973,14.5201559486868
SWE,1974,14.834296951607
SWE,1975,15.1108315623174
SWE,1976,15.3523906727417
SWE,1977,15.5992623538581
SWE,1978,15.8559289009186
SWE,1979,16.0919793849039
SWE,1980,16.289606481072
SWE,1981,16.4641663788228
SWE,1982,16.6528612920197
SWE,1983,16.8392458901252
SWE,1984,17.0009698204123
SWE,1985,17.237087949791
SWE,1986,17.5106310479169
SWE,1987,17.6839354416402
SWE,1988,17.7648671845839
SWE,1989,17.7915847703963
SWE,1990,17.7817328855776
SWE,1991,17.7428952850613
SWE,1992,17.6872116210481
SWE,1993,17.609861630788
SWE,1994,17.516904325045
SWE,1995,17.4661581630064
SWE,1996,17.4563304441048
SWE,1997,17.4408852574915
SWE,1998,17.3993599575188
SWE,1999,17.3304128448808
SWE,2000,17.2644799795133
SWE,2001,17.2153930945981
SWE,2002,17.1757520481884
SWE,2003,17.163241586063
SWE,2004,17.2100867134099
SWE,2005,17.2749590318118
SWE,2006,17.3273383663862
SWE,2007,17.4345079351511
SWE,2008,17.6443893302113
SWE,2009,17.9375796901698
SWE,2010,18.2767227286546
SWE,2011,18.6360117072146
SWE,2012,18.9768576290533
SWE,2013,19.2726241706834
SWE,2014,19.5186314504639
SWE,2015,19.696070580578
SWE,2016,19.7725183476189
SWE,2017,19.800789345869
SWE,2018,19.8613100558563
SWE,2019,19.9490353431227
SWE,2020,20.0583689833064
GBR,1970,12.8245435795996
GBR,1971,13.2458916428874
GBR,1972,13.4283658192445
GBR,1973,13.6208999419507
GBR,1974,13.8429894692053
GBR,1975,14.0519041482049
GBR,1976,14.2260900569785
GBR,1977,14.4195586004676
GBR,1978,14.6216870386597
GBR,1979,14.7893743983492
GBR,1980,14.9532911366271
GBR,1981,15.0390585353521
GBR,1982,15.0531532635997
GBR,1983,14.9567481893186
GBR,1984,14.8872047347773
GBR,1985,15.167455574062
GBR,1986,15.3605009258812
GBR,1987,15.5218602900875
GBR,1988,15.6184728885401
GBR,1989,15.7057259919682
GBR,1990,15.7298381324982
GBR,1991,15.7715801786316
GBR,1992,15.8068651424263
GBR,1993,15.8309744124157
GBR,1994,15.8206786146625
GBR,1995,15.8481496851027
GBR,1996,15.857168857349
GBR,1997,15.8512716163077
GBR,1998,15.8529748374445
GBR,1999,15.8091413246652
GBR,2000,15.8064509829278
GBR,2001,15.8557939253176
GBR,2002,15.8843029786387
GBR,2003,15.9121397505447
GBR,2004,15.9291660013941
