date,all_m,all_b,all_r,all_am,all_f,all_s,all_cl,all_mo,all_cr,all_i,all_ar,all_co,all_p,all_ani,all_all,end_m,thrt_m,end_b,thrt_b,end_r,thrt_r,end_am,thrt_am,end_f,thrt_f,end_s,thrt_s,end_cl,thrt_cl,end_mo,thrt_mo,end_cr,thrt_cr,end_i,thrt_i,end_ar,thrt_ar,end_co,thrt_co,end_p,thrt_p,end_ani,thrt_ani,end_all,thrt_all
30 Jun 98,67,90,34,16,107,22,69,91,19,37,5,,669,466,1135,59,8,75,15,14,20,9,7,68,39,15,7,61,8,76,15,16,3,28,9,5,0,,,553,116,350,116,903,232
30 Sep 98,67,90,36,16,108,22,69,91,20,37,5,,685,470,1155,59,8,75,15,14,22,9,7,68,40,15,7,61,8,76,15,17,3,28,9,5,0,,,559,126,351,119,910,245
30 Nov 98,67,90,35,16,108,28,69,97,20,37,5,,702,475,1177,59,8,75,15,14,21,9,7,69,39,18,10,61,8,79,18,17,3,28,9,5,0,,,567,135,355,120,922,255
28 Feb 99,68,90,35,16,110,28,69,97,20,37,5,,702,478,1180,60,8,75,15,14,21,9,7,70,40,18,10,61,8,79,18,17,3,28,9,5,0,,,567,135,357,121,924,256
30 Apr 99,69,90,35,17,110,28,69,97,20,37,5,,703,480,1183,61,8,75,15,14,21,9,8,69,41,18,10,61,8,79,18,17,3,28,9,5,0,,,568,135,357,123,925,258
30 Jun 99,69,90,35,17,110,28,69,97,20,37,5,,706,480,1186,61,8,75,15,14,21,9,8,69,41,18,10,61,8,79,18,17,3,28,9,5,0,,,568,138,357,123,925,261
31 Aug 99,69,89,36,17,111,28,69,97,20,37,5,,706,481,1187,61,8,74,15,14,22,9,8,69,42,18,10,61,8,79,18,17,3,28,9,5,0,,,568,138,356,125,924,263
31 Oct 99,69,89,36,17,112,28,69,97,20,37,5,,718,482,1200,61,8,74,15,14,22,9,8,69,43,18,10,61,8,79,18,17,3,28,9,5,0,,,578,140,356,126,934,266
31 Dec 99,69,89,36,17,113,28,69,97,20,37,5,,721,483,1204,61,8,74,15,14,22,9,8,69,44,18,10,61,8,79,18,17,3,28,9,5,0,,,581,140,356,127,937,267
30 Apr 00,72,92,36,18,112,31,69,100,21,38,6,,735,495,1230,63,9,77,15,14,22,10,8,68,44,20,11,61,8,81,19,18,3,30,8,6,0,,,593,142,367,128,960,270
30 Jun 00,72,92,36,18,113,31,69,100,21,39,6,,735,497,1232,63,9,77,15,14,22,10,8,69,44,20,11,61,8,81,19,18,3,30,9,6,0,,,593,142,368,129,961,271
31 Aug 00,72,93,36,18,113,31,69,100,21,39,6,,735,498,1233,63,9,78,15,14,22,10,8,69,44,20,11,61,8,81,19,18,3,30,9,6,0,,,593,142,369,129,962,271
31 Oct 00,72,93,36,18,113,31,69,100,21,39,6,,736,498,1234,63,9,78,15,14,22,10,8,69,44,20,11,61,8,81,19,18,3,30,9,6,0,,,592,144,369,129,961,273
31 Dec 00,72,93,36,18,114,31,69,100,21,42,12,,736,508,1244,63,9,78,15,14,22,10,8,70,44,20,11,61,8,81,19,18,3,33,9,12,0,,,592,144,379,129,971,273
31 Aug 01,72,92,36,18,114,31,69,100,21,42,12,,737,507,1244,63,9,78,14,14,22,10,8,70,44,20,11,61,8,81,19,18,3,33,9,12,0,,,593,144,379,128,972,272
31 Dec 01,73,92,36,19,115,32,70,102,21,44,12,,740,514,1254,64,9,78,14,14,22,11,8,71,44,21,11,62,8,83,19,18,3,35,9,12,0,,,595,145,386,128,981,273
31 May 02,74,92,36,19,115,32,70,102,21,44,12,,743,515,1258,65,9,78,14,14,22,11,8,71,44,21,11,62,8,83,19,18,3,35,9,12,0,,,596,147,387,128,983,275
31 Aug 02,74,92,36,21,115,32,70,102,21,44,12,,744,517,1261,65,9,78,14,14,22,12,9,71,44,21,11,62,8,83,19,18,3,35,9,12,0,,,597,147,388,129,985,276
31 Jan 03,74,92,36,21,115,32,70,102,21,44,12,,745,517,1262,65,9,78,14,14,22,12,9,71,44,21,11,62,8,83,19,18,3,35,9,12,0,,,598,147,388,129,986,276
31 Mar 03,74,92,36,21,115,32,70,102,21,44,12,,745,517,1262,65,9,78,14,14,22,12,9,71,44,21,11,62,8,83,19,18,3,35,9,12,0,,,598,147,388,129,986,276
14 Apr 03,74,92,36,21,115,32,70,102,21,44,12,,745,517,1262,65,9,78,14,14,22,12,9,71,44,21,11,62,8,83,19,18,3,35,9,12,0,,,598,147,388,129,986,276
1 Sep 03,74,92,36,21,115,32,70,102,21,44,12,,746,517,1263,65,9,78,14,14,22,12,9,71,44,21,11,62,8,83,19,18,3,35,9,12,0,,,599,147,388,129,987,276
1 Jan 04,74,92,36,21,114,32,70,102,21,44,12,,744,516,1260,65,9,78,14,14,22,12,9,71,43,21,11,62,8,83,19,18,3,35,9,12,0,,,597,147,388,128,985,275
29 Feb 04,74,90,36,21,114,32,70,102,21,44,12,,744,514,1258,65,9,76,14,14,22,12,9,71,43,21,11,62,8,83,19,18,3,35,9,12,0,,,597,147,386,128,983,275
1 Oct 04,78,90,36,21,114,32,70,102,21,44,12,,746,518,1264,69,9,77,13,14,22,11,10,71,43,21,11,62,8,83,19,18,3,35,9,12,0,,,599,147,390,128,989,275
1 Nov 04,78,90,36,21,114,32,70,102,21,44,12,,746,518,1264,69,9,77,13,14,22,11,10,71,43,21,11,62,8,83,19,18,3,35,9,12,0,,,599,147,390,128,989,275
5 Aug 05,78,90,36,21,114,32,70,102,21,44,12,,746,518,1264,68,10,77,13,14,22,11,10,71,43,21,11,62,8,83,19,18,3,35,9,12,0,,,599,147,389,129,988,276
1 Mar 06,79,90,36,21,116,36,70,106,22,45,12,,745,527,1262,68,11,77,13,14,22,12,9,74,42,24,12,62,8,86,20,19,3,36,9,12,0,,,599,146,398,129,987,275
1 Jul 06,81,91,37,23,137,36,70,106,22,57,12,,744,566,1310,68,13,76,15,14,23,13,10,76,61,24,12,62,8,86,20,19,3,47,10,12,0,,,598,146,411,155,1008,302
15 Nov 06,82,91,37,23,137,36,70,106,22,57,12,,744,567,1311,69,13,76,15,14,23,13,10,75,62,24,12,62,8,86,20,19,3,47,10,12,0,,,598,146,411,156,1009,302
29 Jan 07,82,91,37,23,137,36,70,106,22,57,12,,744,567,1311,69,13,76,15,14,23,13,10,75,62,25,11,62,8,87,19,19,3,47,10,12,0,,,598,146,412,155,1010,301
19 Mar 08,81,89,37,23,139,75,70,145,22,57,12,2,744,607,1351,69,12,75,14,13,24,13,10,74,65,64,11,62,8,126,19,19,3,47,10,12,0,0,2,598,146,448,159,1046,305
13 May 08,81,90,37,23,139,75,70,145,22,57,12,2,744,608,1352,69,12,75,15,13,24,13,10,74,65,64,11,62,8,126,19,19,3,47,10,12,0,0,2,598,146,448,160,1046,306
13 Aug 08,82,90,37,23,139,75,70,145,22,57,12,2,744,609,1353,69,13,75,15,13,24,13,10,74,65,64,11,62,8,126,19,19,3,47,10,12,0,0,2,598,146,448,161,1046,307
28 Nov 08,84,90,37,24,139,75,70,145,22,57,12,2,746,612,1358,70,14,75,15,13,24,13,11,74,65,64,11,62,8,126,19,19,3,47,10,12,0,0,2,600,146,449,163,1049,309
23 Feb 09,84,90,37,24,139,35,70,105,22,57,12,2,746,572,1318,70,14,75,15,13,24,13,11,74,65,24,11,62,8,86,19,19,3,47,10,12,0,0,2,600,146,409,163,1009,309
3 Apr 09,82,90,37,25,139,35,70,105,22,57,12,2,746,571,1317,69,13,75,15,13,24,14,11,74,65,24,11,62,8,86,19,19,3,47,10,12,0,0,2,600,146,409,162,1009,308
25 Aug 09,84,90,37,25,139,35,70,105,22,57,12,2,746,573,1320,70,14,75,15,13,24,14,11,74,65,24,11,62,8,86,19,19,3,47,10,12,0,0,2,600,146,410,163,1011,309
2 Oct 09,85,90,37,25,139,35,70,105,22,57,12,2,746,574,1321,70,15,75,15,13,24,14,11,74,65,24,11,62,8,86,19,19,3,47,10,12,0,0,2,600,146,410,164,1011,310
1 Jul 10,85,92,37,25,140,35,70,105,22,60,12,2,795,580,1375,70,15,76,16,13,24,14,11,74,66,24,11,62,8,86,19,19,3,50,10,12,0,0,2,646,149,414,166,1060,315
27 Oct 10,83,92,37,24,139,34,70,104,22,60,12,2,793,575,1368,69,14,76,16,13,24,14,10,73,66,23,11,62,8,85,19,19,3,50,10,12,0,0,2,644,149,411,164,1055,313
18 Oct 11,84,92,37,24,145,37,71,108,22,61,12,2,795,587,1382,70,14,76,16,13,24,14,10,77,68,25,12,63,8,88,20,19,3,51,10,12,0,0,2,645,150,420,167,1065,317
24 Sep 12,85,93,36,25,152,40,76,116,22,63,12,2,797,606,1403,70,15,78,15,14,22,15,10,82,70,28,12,68,8,96,20,19,3,53,10,12,0,0,2,647,150,439,167,1086,317
12 Jun 13,85,93,36,26,153,43,84,127,22,67,12,2,853,623,1476,69,16,78,15,14,22,16,10,83,70,30,13,72,12,102,25,19,3,57,10,12,0,0,2,702,151,450,173,1152,324
25 Nov 13,86,96,36,29,156,45,88,133,24,70,12,2,872,644,1516,70,16,80,16,14,22,18,11,85,71,33,12,75,13,108,25,21,3,60,10,12,0,0,2,720,152,468,176,1188,328
14 Jul 14,91,99,37,35,154,46,88,134,25,70,12,2,876,659,1535,71,20,81,18,14,23,21,14,83,71,34,12,75,13,109,25,22,3,60,10,12,0,0,2,720,156,473,186,1193,342
30 Sep 14,93,99,37,36,162,46,88,134,25,72,12,2,885,672,1557,72,21,81,18,14,23,21,15,91,71,34,12,75,13,109,25,22,3,62,10,12,0,0,2,727,158,484,188,1211,346
15 Jan 15,96,101,37,36,163,46,88,134,25,74,12,6,886,684,1570,72,24,80,21,14,23,21,15,92,71,34,12,75,13,109,25,22,3,63,11,12,0,0,6,728,158,485,199,1213,357
19 Mar 15,101,101,37,35,164,48,88,136,25,74,12,6,886,691,1577,74,27,80,21,14,23,20,15,94,70,36,12,75,13,111,25,22,3,63,11,12,0,0,6,728,158,490,201,1218,359
23 Oct 15,99,100,37,35,163,46,88,134,25,72,12,6,884,683,1567,74,25,79,21,14,23,20,15,93,70,34,12,75,13,109,25,22,3,61,11,12,0,0,6,726,158,484,199,1210,357
31 Dec 15,100,100,39,35,162,50,88,138,25,75,12,6,898,692,1590,75,25,79,21,15,24,20,15,92,70,38,12,75,13,113,25,22,3,64,11,12,0,0,6,733,165,492,200,1225,365
31 Mar 16,100,97,39,35,162,50,88,138,25,75,12,6,898,689,1585,75,25,77,20,15,24,20,15,92,70,38,12,75,13,113,25,22,3,64,11,12,0,0,6,733,165,490,199,1223,362
30 Jun 16,102,99,43,35,162,50,88,138,27,75,12,6,898,699,1597,79,23,78,21,16,27,20,15,92,70,38,12,75,13,113,25,23,4,64,11,12,0,0,6,732,166,497,202,1229,368
3 Sep 16,100,100,43,35,162,52,88,140,27,75,12,6,904,700,1604,76,24,80,20,16,27,20,15,92,70,40,12,75,13,115,25,23,4,64,11,12,0,0,6,735,169,498,202,1233,371
30 Dec 16,96,101,44,35,164,52,89,141,28,83,12,6,941,710,1651,70,26,81,20,16,28,20,15,92,72,40,12,75,14,115,26,24,4,72,11,12,0,0,6,773,168,502,208,1275,376
30 Mar 17,96,101,44,35,164,52,89,141,28,84,12,6,941,711,1652,70,26,81,20,16,28,20,15,92,72,40,12,75,14,115,26,24,4,73,11,12,0,0,6,773,168,503,208,1276,376
30 Jun 17,95,101,44,35,164,52,89,141,28,84,12,6,942,710,1652,68,27,81,20,16,28,20,15,92,72,40,12,75,14,115,26,24,4,73,11,12,0,0,6,774,168,501,209,1275,377
2 Oct 17,95,102,45,35,165,52,89,141,28,85,12,6,942,714,1656,68,27,81,21,17,28,20,15,92,73,40,12,75,14,115,26,24,4,74,11,12,0,0,6,774,168,503,211,1277,379
2 Jan 18,95,102,45,35,165,52,89,141,28,85,12,6,947,714,1661,68,27,81,21,17,28,20,15,92,73,40,12,75,14,115,26,24,4,74,11,12,0,0,6,776,171,503,211,1279,382
2 Apr 18,94,102,45,36,165,52,90,142,28,85,12,7,946,716,1660,67,27,81,21,17,28,21,15,92,73,40,12,76,14,116,26,24,4,74,11,12,0,0,7,774,172,504,212,1278,382
9 Oct 18,93,101,46,36,165,52,91,143,28,85,12,7,945,716,1661,66,27,80,21,17,29,21,15,92,73,40,12,76,15,116,27,24,4,74,11,12,0,0,7,772,173,502,214,1274,387
22 Feb 19,93,101,46,36,167,52,91,143,28,85,12,7,944,718,1662,66,27,80,21,17,29,21,15,93,74,40,12,76,15,116,27,24,4,74,11,12,0,0,7,772,172,503,215,1275,387
29 Mar 19,94,101,46,36,167,52,91,143,28,85,12,7,944,719,1663,66,28,80,21,17,29,21,15,93,74,40,12,76,15,116,27,24,4,74,11,12,0,0,7,772,172,503,216,1275,388
28 Jun 19,94,101,46,36,167,52,91,143,28,85,12,7,944,719,1663,66,28,80,21,17,29,21,15,93,74,40,12,76,15,116,27,24,4,74,11,12,0,0,7,772,172,503,216,1275,388
30 Sep 19,94,101,46,36,166,52,91,143,28,85,12,7,944,718,1662,66,28,80,21,17,29,21,15,93,73,40,12,76,15,116,27,24,4,74,11,12,0,0,7,772,172,503,215,1275,387
