https://kosis.kr/statHtml/statHtml.do?orgId=301&tblId=DT_511Y002&conn_path=I2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSI코드별,CSI분류코드별,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.1,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.1,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.1,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.1,2021.11,2021.12
소비자심리지수,전체,111,109,109,108,109,106,102,100,101,100,96,97,98,100,100,102,99,98,97,93,98,99,102,101,105,98,80,73,79,83,86,89,81,93,99,91,95,97,100,102,105,110,103,102,104,107,108,104
