국가별,시점,적색지수
스웨덴,2017,0.99
스웨덴,2018,0.99
스웨덴,2019,0.99
스웨덴,2020,0.99
스웨덴,2021,0.99
스웨덴,2022,0.99
스위스,2000,0.97
스위스,2001,0.97
스위스,2002,0.97
스위스,2003,0.97
스위스,2004,0.97
스위스,2005,0.97
스위스,2006,0.97
스위스,2007,0.97
스위스,2008,0.97
스위스,2009,0.97
스위스,2010,0.97
스위스,2011,0.97
스위스,2012,0.97
스위스,2013,0.97
스위스,2014,0.97
스위스,2015,0.97
스위스,2016,0.97
스위스,2017,0.97
스위스,2018,0.97
스위스,2019,0.97
스위스,2020,0.97
스위스,2021,0.97
스위스,2022,0.97
우크라이나,2000,0.93
우크라이나,2001,0.93
우크라이나,2002,0.93
우크라이나,2003,0.93
우크라이나,2004,0.93
우크라이나,2005,0.93
우크라이나,2006,0.93
우크라이나,2007,0.93
우크라이나,2008,0.93
우크라이나,2009,0.93
우크라이나,2010,0.93
우크라이나,2011,0.93
우크라이나,2012,0.93
우크라이나,2013,0.93
우크라이나,2014,0.93
우크라이나,2015,0.94
우크라이나,2016,0.94
우크라이나,2017,0.94
우크라이나,2018,0.94
우크라이나,2019,0.94
우크라이나,2020,0.94
우크라이나,2021,0.94
우크라이나,2022,0.94
영국,2000,0.97
영국,2001,0.96
영국,2002,0.96
영국,2003,0.96
영국,2004,0.96
영국,2005,0.96
영국,2006,0.96
영국,2007,0.96
영국,2008,0.96
영국,2009,0.96
영국,2010,0.96
영국,2011,0.96
영국,2012,0.96
영국,2013,0.96
영국,2014,0.96
영국,2015,0.96
영국,2016,0.96
영국,2017,0.96
영국,2018,0.96
영국,2019,0.96
영국,2020,0.96
영국,2021,0.96
영국,2022,0.96
몬테네그로,2000,0.86
몬테네그로,2001,0.85
몬테네그로,2002,0.85
몬테네그로,2003,0.85
몬테네그로,2004,0.84
몬테네그로,2005,0.84
몬테네그로,2006,0.84
몬테네그로,2007,0.84
몬테네그로,2008,0.83
몬테네그로,2009,0.83
몬테네그로,2010,0.83
몬테네그로,2011,0.83
몬테네그로,2012,0.82
몬테네그로,2013,0.82
몬테네그로,2014,0.82
몬테네그로,2015,0.82
몬테네그로,2016,0.81
몬테네그로,2017,0.81
몬테네그로,2018,0.81
몬테네그로,2019,0.81
몬테네그로,2020,0.8
몬테네그로,2021,0.8
몬테네그로,2022,0.8
세르비아,2000,0.95
세르비아,2001,0.95
세르비아,2002,0.95
세르비아,2003,0.95
세르비아,2004,0.95
세르비아,2005,0.95
세르비아,2006,0.95
세르비아,2007,0.95
세르비아,2008,0.95
세르비아,2009,0.95
세르비아,2010,0.95
세르비아,2011,0.95
세르비아,2012,0.95
세르비아,2013,0.95
세르비아,2014,0.95
세르비아,2015,0.95
세르비아,2016,0.95
세르비아,2017,0.95
세르비아,2018,0.95
세르비아,2019,0.95
세르비아,2020,0.95
세르비아,2021,0.95
세르비아,2022,0.95
알제리,2000,0.91
알제리,2001,0.91
알제리,2002,0.91
알제리,2003,0.91
알제리,2004,0.91
알제리,2005,0.91
알제리,2006,0.91
알제리,2007,0.91
알제리,2008,0.91
알제리,2009,0.91
알제리,2010,0.91
알제리,2011,0.91
알제리,2012,0.91
알제리,2013,0.91
알제리,2014,0.91
알제리,2015,0.91
알제리,2016,0.91
알제리,2017,0.91
알제리,2018,0.91
알제리,2019,0.91
알제리,2020,0.91
알제리,2021,0.91
알제리,2022,0.91
앙골라,2000,0.93
앙골라,2001,0.93
앙골라,2002,0.93
앙골라,2003,0.93
앙골라,2004,0.93
앙골라,2005,0.93
앙골라,2006,0.93
앙골라,2007,0.93
앙골라,2008,0.93
앙골라,2009,0.93
앙골라,2010,0.93
앙골라,2011,0.93
앙골라,2012,0.93
앙골라,2013,0.93
앙골라,2014,0.93
앙골라,2015,0.93
앙골라,2016,0.93
앙골라,2017,0.93
앙골라,2018,0.93
앙골라,2019,0.93
앙골라,2020,0.93
앙골라,2021,0.93
앙골라,2022,0.93
베냉,2000,0.91
베냉,2001,0.91
베냉,2002,0.91
베냉,2003,0.9
베냉,2004,0.9
베냉,2005,0.91
베냉,2006,0.91
베냉,2007,0.91
베냉,2008,0.91
베냉,2009,0.91
베냉,2010,0.91
베냉,2011,0.91
베냉,2012,0.91
베냉,2013,0.91
베냉,2014,0.91
베냉,2015,0.91
베냉,2016,0.91
베냉,2017,0.91
베냉,2018,0.91
베냉,2019,0.91
베냉,2020,0.91
베냉,2021,0.91
베냉,2022,0.91
카메룬,2000,0.84
카메룬,2001,0.84
카메룬,2002,0.84
카메룬,2003,0.84
카메룬,2004,0.84
카메룬,2005,0.84
카메룬,2006,0.84
카메룬,2007,0.84
카메룬,2008,0.84
카메룬,2009,0.84
카메룬,2010,0.84
카메룬,2011,0.84
카메룬,2012,0.84
카메룬,2013,0.84
카메룬,2014,0.84
카메룬,2015,0.84
카메룬,2016,0.84
카메룬,2017,0.84
카메룬,2018,0.84
카메룬,2019,0.84
카메룬,2020,0.84
카메룬,2021,0.84
카메룬,2022,0.84
콩고,2000,0.97
콩고,2001,0.97
콩고,2002,0.97
콩고,2003,0.97
콩고,2004,0.97
콩고,2005,0.97
콩고,2006,0.97
콩고,2007,0.97
콩고,2008,0.97
콩고,2009,0.97
콩고,2010,0.97
콩고,2011,0.97
콩고,2012,0.97
콩고,2013,0.97
콩고,2014,0.97
콩고,2015,0.97
콩고,2016,0.97
콩고,2017,0.97
콩고,2018,0.97
콩고,2019,0.97
콩고,2020,0.97
콩고,2021,0.97
콩고,2022,0.97
이집트,2000,0.96
이집트,2001,0.96
이집트,2002,0.96
이집트,2003,0.95
이집트,2004,0.95
이집트,2005,0.95
이집트,2006,0.95
이집트,2007,0.94
이집트,2008,0.94
이집트,2009,0.94
이집트,2010,0.94
이집트,2011,0.94
이집트,2012,0.93
이집트,2013,0.93
이집트,2014,0.93
이집트,2015,0.92
이집트,2016,0.92
이집트,2017,0.92
이집트,2018,0.92
이집트,2019,0.92
이집트,2020,0.91
이집트,2021,0.91
이집트,2022,0.91
에리트레아,2000,0.94
에리트레아,2001,0.94
에리트레아,2002,0.94
에리트레아,2003,0.93
에리트레아,2004,0.93
에리트레아,2005,0.93
에리트레아,2006,0.93
에리트레아,2007,0.92
에리트레아,2008,0.92
에리트레아,2009,0.92
에리트레아,2010,0.92
에리트레아,2011,0.91
에리트레아,2012,0.91
에리트레아,2013,0.91
에리트레아,2014,0.91
에리트레아,2015,0.9
에리트레아,2016,0.9
에리트레아,2017,0.9
에리트레아,2018,0.9
에리트레아,2019,0.89
에리트레아,2020,0.89
에리트레아,2021,0.89
에리트레아,2022,0.89
에티오피아,2000,0.85
에티오피아,2001,0.85
에티오피아,2002,0.85
에티오피아,2003,0.85
에티오피아,2004,0.85
에티오피아,2005,0.85
에티오피아,2006,0.85
에티오피아,2007,0.85
에티오피아,2008,0.85
에티오피아,2009,0.85
에티오피아,2010,0.85
에티오피아,2011,0.85
에티오피아,2012,0.85
에티오피아,2013,0.85
에티오피아,2014,0.85
에티오피아,2015,0.85
에티오피아,2016,0.85
에티오피아,2017,0.85
에티오피아,2018,0.85
에티오피아,2019,0.85
에티오피아,2020,0.85
에티오피아,2021,0.85
에티오피아,2022,0.85
가봉,2000,0.95
가봉,2001,0.95
가봉,2002,0.95
가봉,2003,0.95
가봉,2004,0.95
가봉,2005,0.95
가봉,2006,0.95
가봉,2007,0.95
가봉,2008,0.95
가봉,2009,0.95
가봉,2010,0.95
가봉,2011,0.95
가봉,2012,0.95
가봉,2013,0.95
가봉,2014,0.95
가봉,2015,0.95
가봉,2016,0.95
가봉,2017,0.95
가봉,2018,0.95
가봉,2019,0.95
가봉,2020,0.95
가봉,2021,0.95
가봉,2022,0.95
가나,2000,0.84
가나,2001,0.84
가나,2002,0.84
가나,2003,0.84
가나,2004,0.84
가나,2005,0.84
가나,2006,0.84
가나,2007,0.84
가나,2008,0.84
가나,2009,0.84
가나,2010,0.84
가나,2011,0.84
가나,2012,0.84
가나,2013,0.84
가나,2014,0.84
가나,2015,0.84
가나,2016,0.84
가나,2017,0.84
가나,2018,0.84
가나,2019,0.84
가나,2020,0.84
가나,2021,0.84
가나,2022,0.84
케냐,2000,0.86
케냐,2001,0.85
케냐,2002,0.85
케냐,2003,0.85
케냐,2004,0.84
케냐,2005,0.84
케냐,2006,0.84
케냐,2007,0.84
케냐,2008,0.83
케냐,2009,0.83
케냐,2010,0.83
케냐,2011,0.82
케냐,2012,0.82
케냐,2013,0.82
케냐,2014,0.81
케냐,2015,0.81
케냐,2016,0.81
케냐,2017,0.8
케냐,2018,0.8
케냐,2019,0.8
케냐,2020,0.79
케냐,2021,0.79
케냐,2022,0.79
라이베리아,2000,0.9
라이베리아,2001,0.9
라이베리아,2002,0.9
라이베리아,2003,0.9
라이베리아,2004,0.9
라이베리아,2005,0.9
라이베리아,2006,0.9
라이베리아,2007,0.9
라이베리아,2008,0.9
라이베리아,2009,0.9
라이베리아,2010,0.9
라이베리아,2011,0.9
라이베리아,2012,0.9
라이베리아,2013,0.9
라이베리아,2014,0.9
라이베리아,2015,0.9
라이베리아,2016,0.9
라이베리아,2017,0.9
라이베리아,2018,0.9
라이베리아,2019,0.9
라이베리아,2020,0.9
라이베리아,2021,0.9
라이베리아,2022,0.9
리비아,2000,0.97
리비아,2001,0.97
리비아,2002,0.97
리비아,2003,0.97
리비아,2004,0.97
리비아,2005,0.97
리비아,2006,0.97
리비아,2007,0.97
리비아,2008,0.97
리비아,2009,0.97
리비아,2010,0.97
리비아,2011,0.97
리비아,2012,0.97
리비아,2013,0.97
리비아,2014,0.97
리비아,2015,0.97
리비아,2016,0.97
리비아,2017,0.97
리비아,2018,0.97
리비아,2019,0.97
리비아,2020,0.97
리비아,2021,0.97
리비아,2022,0.97
마다가스카르,2000,0.82
마다가스카르,2001,0.82
마다가스카르,2002,0.81
마다가스카르,2003,0.81
마다가스카르,2004,0.8
마다가스카르,2005,0.8
마다가스카르,2006,0.8
마다가스카르,2007,0.79
마다가스카르,2008,0.79
마다가스카르,2009,0.79
마다가스카르,2010,0.78
마다가스카르,2011,0.78
마다가스카르,2012,0.78
마다가스카르,2013,0.77
마다가스카르,2014,0.77
마다가스카르,2015,0.76
마다가스카르,2016,0.76
마다가스카르,2017,0.76
마다가스카르,2018,0.75
마다가스카르,2019,0.75
마다가스카르,2020,0.74
마다가스카르,2021,0.74
마다가스카르,2022,0.74
모로코,2000,0.9
모로코,2001,0.9
모로코,2002,0.9
모로코,2003,0.9
모로코,2004,0.9
모로코,2005,0.9
모로코,2006,0.89
모로코,2007,0.89
모로코,2008,0.89
모로코,2009,0.89
모로코,2010,0.89
모로코,2011,0.89
모로코,2012,0.89
모로코,2013,0.89
모로코,2014,0.89
모로코,2015,0.89
모로코,2016,0.89
모로코,2017,0.89
모로코,2018,0.89
모로코,2019,0.89
모로코,2020,0.88
모로코,2021,0.88
모로코,2022,0.88
나이지리아,2000,0.85
나이지리아,2001,0.85
나이지리아,2002,0.85
나이지리아,2003,0.85
나이지리아,2004,0.85
나이지리아,2005,0.85
나이지리아,2006,0.85
나이지리아,2007,0.85
나이지리아,2008,0.85
나이지리아,2009,0.85
나이지리아,2010,0.85
나이지리아,2011,0.85
나이지리아,2012,0.85
나이지리아,2013,0.85
나이지리아,2014,0.85
나이지리아,2015,0.85
나이지리아,2016,0.85
나이지리아,2017,0.85
나이지리아,2018,0.85
나이지리아,2019,0.85
나이지리아,2020,0.85
나이지리아,2021,0.85
나이지리아,2022,0.85
세네갈,2000,0.95
세네갈,2001,0.95
세네갈,2002,0.95
세네갈,2003,0.95
세네갈,2004,0.95
세네갈,2005,0.95
세네갈,2006,0.95
세네갈,2007,0.95
세네갈,2008,0.95
세네갈,2009,0.94
세네갈,2010,0.94
세네갈,2011,0.94
세네갈,2012,0.94
세네갈,2013,0.94
세네갈,2014,0.94
세네갈,2015,0.94
세네갈,2016,0.94
세네갈,2017,0.94
세네갈,2018,0.94
세네갈,2019,0.94
세네갈,2020,0.94
세네갈,2021,0.94
세네갈,2022,0.94
남아프리카공화국,2000,0.82
남아프리카공화국,2001,0.82
남아프리카공화국,2002,0.82
남아프리카공화국,2003,0.81
남아프리카공화국,2004,0.81
남아프리카공화국,2005,0.81
남아프리카공화국,2006,0.81
남아프리카공화국,2007,0.8
남아프리카공화국,2008,0.8
남아프리카공화국,2009,0.8
남아프리카공화국,2010,0.8
남아프리카공화국,2011,0.79
남아프리카공화국,2012,0.79
남아프리카공화국,2013,0.79
남아프리카공화국,2014,0.79
남아프리카공화국,2015,0.78
남아프리카공화국,2016,0.78
남아프리카공화국,2017,0.78
남아프리카공화국,2018,0.78
남아프리카공화국,2019,0.77
남아프리카공화국,2020,0.77
남아프리카공화국,2021,0.77
남아프리카공화국,2022,0.77
수단,2000,0.97
수단,2001,0.97
수단,2002,0.97
수단,2003,0.96
수단,2004,0.96
수단,2005,0.96
수단,2006,0.96
수단,2007,0.95
수단,2008,0.95
수단,2009,0.95
수단,2010,0.95
수단,2011,0.94
수단,2012,0.94
수단,2013,0.94
수단,2014,0.94
수단,2015,0.93
수단,2016,0.93
수단,2017,0.93
수단,2018,0.93
수단,2019,0.92
수단,2020,0.92
수단,2021,0.92
수단,2022,0.92
탄자니아,2000,0.77
탄자니아,2001,0.77
탄자니아,2002,0.76
탄자니아,2003,0.76
탄자니아,2004,0.76
탄자니아,2005,0.75
탄자니아,2006,0.75
탄자니아,2007,0.74
탄자니아,2008,0.74
탄자니아,2009,0.74
탄자니아,2010,0.73
탄자니아,2011,0.73
탄자니아,2012,0.73
탄자니아,2013,0.72
탄자니아,2014,0.72
탄자니아,2015,0.71
탄자니아,2016,0.71
탄자니아,2017,0.71
탄자니아,2018,0.7
탄자니아,2019,0.7
탄자니아,2020,0.7
탄자니아,2021,0.69
탄자니아,2022,0.69
토고,2000,0.86
토고,2001,0.86
토고,2002,0.86
토고,2003,0.86
토고,2004,0.86
토고,2005,0.86
토고,2006,0.86
토고,2007,0.86
토고,2008,0.86
토고,2009,0.86
토고,2010,0.86
토고,2011,0.86
토고,2012,0.86
토고,2013,0.86
토고,2014,0.86
토고,2015,0.86
토고,2016,0.86
토고,2017,0.86
토고,2018,0.86
토고,2019,0.86
토고,2020,0.86
토고,2021,0.86
토고,2022,0.86
튀니지,2000,0.97
튀니지,2001,0.97
튀니지,2002,0.97
튀니지,2003,0.97
튀니지,2004,0.97
튀니지,2005,0.97
튀니지,2006,0.97
튀니지,2007,0.97
튀니지,2008,0.97
튀니지,2009,0.97
튀니지,2010,0.97
튀니지,2011,0.97
튀니지,2012,0.97
튀니지,2013,0.97
튀니지,2014,0.97
튀니지,2015,0.97
튀니지,2016,0.97
튀니지,2017,0.97
튀니지,2018,0.97
튀니지,2019,0.97
튀니지,2020,0.97
튀니지,2021,0.97
튀니지,2022,0.97
잠비아,2000,0.88
잠비아,2001,0.88
잠비아,2002,0.88
잠비아,2003,0.88
잠비아,2004,0.88
잠비아,2005,0.88
잠비아,2006,0.88
잠비아,2007,0.88
잠비아,2008,0.88
잠비아,2009,0.88
잠비아,2010,0.88
잠비아,2011,0.88
잠비아,2012,0.88
잠비아,2013,0.88
잠비아,2014,0.88
잠비아,2015,0.88
잠비아,2016,0.88
잠비아,2017,0.88
잠비아,2018,0.88
잠비아,2019,0.88
잠비아,2020,0.88
잠비아,2021,0.88
잠비아,2022,0.88
짐바브웨,2000,0.8
짐바브웨,2001,0.8
짐바브웨,2002,0.8
짐바브웨,2003,0.8
짐바브웨,2004,0.8
짐바브웨,2005,0.8
짐바브웨,2006,0.8
짐바브웨,2007,0.8
짐바브웨,2008,0.8
짐바브웨,2009,0.8
짐바브웨,2010,0.8
짐바브웨,2011,0.8
짐바브웨,2012,0.8
짐바브웨,2013,0.79
짐바브웨,2014,0.79
짐바브웨,2015,0.79
짐바브웨,2016,0.79
짐바브웨,2017,0.79
짐바브웨,2018,0.79
짐바브웨,2019,0.79
짐바브웨,2020,0.79
짐바브웨,2021,0.79
짐바브웨,2022,0.79
기니,2000,0.89
기니,2001,0.89
기니,2002,0.89
기니,2003,0.89
기니,2004,0.89
기니,2005,0.89
기니,2006,0.89
기니,2007,0.89
기니,2008,0.89
기니,2009,0.89
기니,2010,0.89
기니,2011,0.89
기니,2012,0.89
기니,2013,0.89
기니,2014,0.89
기니,2015,0.89
기니,2016,0.89
기니,2017,0.89
기니,2018,0.89
기니,2019,0.89
기니,2020,0.89
기니,2021,0.89
기니,2022,0.89
오스트레일리아,2000,0.88
오스트레일리아,2001,0.88
오스트레일리아,2002,0.87
오스트레일리아,2003,0.87
오스트레일리아,2004,0.87
오스트레일리아,2005,0.86
오스트레일리아,2006,0.86
오스트레일리아,2007,0.86
오스트레일리아,2008,0.86
오스트레일리아,2009,0.85
오스트레일리아,2010,0.85
오스트레일리아,2011,0.85
오스트레일리아,2012,0.84
오스트레일리아,2013,0.84
오스트레일리아,2014,0.84
오스트레일리아,2015,0.84
오스트레일리아,2016,0.83
오스트레일리아,2017,0.83
오스트레일리아,2018,0.82
오스트레일리아,2019,0.82
오스트레일리아,2020,0.82
오스트레일리아,2021,0.82
오스트레일리아,2022,0.81
피지,2000,0.74
피지,2001,0.73
피지,2002,0.73
피지,2003,0.73
피지,2004,0.73
피지,2005,0.73
피지,2006,0.72
피지,2007,0.72
피지,2008,0.72
피지,2009,0.72
피지,2010,0.72
피지,2011,0.72
피지,2012,0.71
피지,2013,0.71
피지,2014,0.71
피지,2015,0.71
피지,2016,0.71
피지,2017,0.71
피지,2018,0.7
피지,2019,0.7
피지,2020,0.7
피지,2021,0.7
피지,2022,0.7
뉴질랜드,2000,0.71
뉴질랜드,2001,0.71
뉴질랜드,2002,0.71
뉴질랜드,2003,0.7
뉴질랜드,2004,0.7
뉴질랜드,2005,0.69
뉴질랜드,2006,0.69
뉴질랜드,2007,0.68
뉴질랜드,2008,0.68
뉴질랜드,2009,0.68
뉴질랜드,2010,0.67
뉴질랜드,2011,0.66
뉴질랜드,2012,0.66
뉴질랜드,2013,0.66
뉴질랜드,2014,0.65
뉴질랜드,2015,0.65
뉴질랜드,2016,0.64
뉴질랜드,2017,0.64
뉴질랜드,2018,0.63
뉴질랜드,2019,0.63
뉴질랜드,2020,0.62
뉴질랜드,2021,0.62
뉴질랜드,2022,0.62
파푸아뉴기니,2000,0.9
파푸아뉴기니,2001,0.9
파푸아뉴기니,2002,0.89
파푸아뉴기니,2003,0.89
파푸아뉴기니,2004,0.89
파푸아뉴기니,2005,0.88
파푸아뉴기니,2006,0.88
파푸아뉴기니,2007,0.88
파푸아뉴기니,2008,0.87
파푸아뉴기니,2009,0.87
파푸아뉴기니,2010,0.87
파푸아뉴기니,2011,0.86
파푸아뉴기니,2012,0.86
파푸아뉴기니,2013,0.86
파푸아뉴기니,2014,0.85
파푸아뉴기니,2015,0.85
파푸아뉴기니,2016,0.85
파푸아뉴기니,2017,0.84
파푸아뉴기니,2018,0.84
파푸아뉴기니,2019,0.84
파푸아뉴기니,2020,0.83
파푸아뉴기니,2021,0.83
파푸아뉴기니,2022,0.83
