"지역","발생횟수","날짜","year","month"
"서울",174,2016-05-01,2016,5
"부산",146,2016-05-01,2016,5
"대구",97,2016-05-01,2016,5
"인천",132,2016-05-01,2016,5
"광주",64,2016-05-01,2016,5
"대전",67,2016-05-01,2016,5
"울산",53,2016-05-01,2016,5
"세종",9,2016-05-01,2016,5
"경기",648,2016-05-01,2016,5
"강원",150,2016-05-01,2016,5
"충북",97,2016-05-01,2016,5
"충남",154,2016-05-01,2016,5
"전북",112,2016-05-01,2016,5
"전남",108,2016-05-01,2016,5
"경북",220,2016-05-01,2016,5
"경남",357,2016-05-01,2016,5
"제주",126,2016-05-01,2016,5
"서울",158,2016-06-01,2016,6
"부산",162,2016-06-01,2016,6
"대구",78,2016-06-01,2016,6
"인천",119,2016-06-01,2016,6
"광주",77,2016-06-01,2016,6
"대전",62,2016-06-01,2016,6
"울산",65,2016-06-01,2016,6
"세종",4,2016-06-01,2016,6
"경기",522,2016-06-01,2016,6
"강원",165,2016-06-01,2016,6
"충북",96,2016-06-01,2016,6
"충남",162,2016-06-01,2016,6
"전북",159,2016-06-01,2016,6
"전남",104,2016-06-01,2016,6
"경북",159,2016-06-01,2016,6
"경남",378,2016-06-01,2016,6
"제주",162,2016-06-01,2016,6
"서울",181,2016-07-01,2016,7
"부산",158,2016-07-01,2016,7
