"지역","발생횟수","날짜","year","month"
"대구",86,2019-10-01,2019,10
"인천",179,2019-10-01,2019,10
"광주",91,2019-10-01,2019,10
"대전",131,2019-10-01,2019,10
"울산",50,2019-10-01,2019,10
"세종",13,2019-10-01,2019,10
"경기",610,2019-10-01,2019,10
"강원",141,2019-10-01,2019,10
"충북",119,2019-10-01,2019,10
"충남",128,2019-10-01,2019,10
"전북",97,2019-10-01,2019,10
"전남",113,2019-10-01,2019,10
"경북",128,2019-10-01,2019,10
"경남",162,2019-10-01,2019,10
"제주",50,2019-10-01,2019,10
"서울",166,2019-11-01,2019,11
"부산",97,2019-11-01,2019,11
"대구",86,2019-11-01,2019,11
"인천",132,2019-11-01,2019,11
"광주",70,2019-11-01,2019,11
"대전",101,2019-11-01,2019,11
"울산",50,2019-11-01,2019,11
"세종",10,2019-11-01,2019,11
"경기",494,2019-11-01,2019,11
"강원",98,2019-11-01,2019,11
"충북",81,2019-11-01,2019,11
"충남",126,2019-11-01,2019,11
"전북",120,2019-11-01,2019,11
"전남",98,2019-11-01,2019,11
"경북",131,2019-11-01,2019,11
"경남",133,2019-11-01,2019,11
"제주",48,2019-11-01,2019,11
"서울",153,2019-12-01,2019,12
"부산",96,2019-12-01,2019,12
"대구",100,2019-12-01,2019,12
"인천",119,2019-12-01,2019,12
"광주",67,2019-12-01,2019,12
"대전",89,2019-12-01,2019,12
"울산",47,2019-12-01,2019,12
"세종",4,2019-12-01,2019,12
"경기",403,2019-12-01,2019,12
"강원",89,2019-12-01,2019,12
"충북",87,2019-12-01,2019,12
"충남",136,2019-12-01,2019,12
"전북",76,2019-12-01,2019,12
"전남",99,2019-12-01,2019,12
"경북",106,2019-12-01,2019,12
"경남",158,2019-12-01,2019,12
"제주",42,2019-12-01,2019,12
"서울",164,2020-01-01,2020,1
"부산",105,2020-01-01,2020,1
"대구",78,2020-01-01,2020,1
"인천",109,2020-01-01,2020,1
"광주",65,2020-01-01,2020,1
"대전",75,2020-01-01,2020,1
"울산",49,2020-01-01,2020,1
"세종",5,2020-01-01,2020,1
"경기",514,2020-01-01,2020,1
"강원",90,2020-01-01,2020,1
"충북",83,2020-01-01,2020,1
"충남",121,2020-01-01,2020,1
"전북",122,2020-01-01,2020,1
"전남",95,2020-01-01,2020,1
"경북",120,2020-01-01,2020,1
"경남",122,2020-01-01,2020,1
"제주",45,2020-01-01,2020,1
"서울",155,2020-02-01,2020,2
"부산",108,2020-02-01,2020,2
"대구",56,2020-02-01,2020,2
"인천",128,2020-02-01,2020,2
"광주",48,2020-02-01,2020,2
"대전",62,2020-02-01,2020,2
"울산",54,2020-02-01,2020,2
"세종",4,2020-02-01,2020,2
"경기",426,2020-02-01,2020,2
"강원",95,2020-02-01,2020,2
"충북",75,2020-02-01,2020,2
"충남",96,2020-02-01,2020,2
"전북",102,2020-02-01,2020,2
"전남",90,2020-02-01,2020,2
"경북",117,2020-02-01,2020,2
"경남",128,2020-02-01,2020,2
"제주",43,2020-02-01,2020,2
"서울",177,2020-03-01,2020,3
"부산",112,2020-03-01,2020,3
"대구",63,2020-03-01,2020,3
"인천",128,2020-03-01,2020,3
"광주",55,2020-03-01,2020,3
"대전",86,2020-03-01,2020,3
"울산",25,2020-03-01,2020,3
"세종",4,2020-03-01,2020,3
"경기",537,2020-03-01,2020,3
"강원",87,2020-03-01,2020,3
"충북",84,2020-03-01,2020,3
"충남",126,2020-03-01,2020,3
"전북",113,2020-03-01,2020,3
"전남",90,2020-03-01,2020,3
"경북",149,2020-03-01,2020,3
"경남",145,2020-03-01,2020,3
"제주",40,2020-03-01,2020,3
"서울",145,2020-04-01,2020,4
"부산",106,2020-04-01,2020,4
"대구",57,2020-04-01,2020,4
"인천",117,2020-04-01,2020,4
"광주",48,2020-04-01,2020,4
"대전",62,2020-04-01,2020,4
"울산",41,2020-04-01,2020,4
"세종",8,2020-04-01,2020,4
"경기",473,2020-04-01,2020,4
"강원",72,2020-04-01,2020,4
"충북",68,2020-04-01,2020,4
"충남",88,2020-04-01,2020,4
"전북",105,2020-04-01,2020,4
"전남",92,2020-04-01,2020,4
"경북",105,2020-04-01,2020,4
"경남",131,2020-04-01,2020,4
"제주",41,2020-04-01,2020,4
"서울",188,2020-05-01,2020,5
"부산",116,2020-05-01,2020,5
"대구",70,2020-05-01,2020,5
"인천",129,2020-05-01,2020,5
"광주",91,2020-05-01,2020,5
"대전",86,2020-05-01,2020,5
"울산",38,2020-05-01,2020,5
"세종",9,2020-05-01,2020,5
"경기",544,2020-05-01,2020,5
"강원",80,2020-05-01,2020,5
"충북",89,2020-05-01,2020,5
"충남",110,2020-05-01,2020,5
"전북",103,2020-05-01,2020,5
"전남",93,2020-05-01,2020,5
"경북",113,2020-05-01,2020,5
"경남",152,2020-05-01,2020,5
"제주",35,2020-05-01,2020,5
"서울",185,2020-06-01,2020,6
"부산",123,2020-06-01,2020,6
"대구",91,2020-06-01,2020,6
"인천",135,2020-06-01,2020,6
"광주",59,2020-06-01,2020,6
"대전",92,2020-06-01,2020,6
"울산",47,2020-06-01,2020,6
"세종",5,2020-06-01,2020,6
"경기",523,2020-06-01,2020,6
"강원",86,2020-06-01,2020,6
"충북",96,2020-06-01,2020,6
"충남",126,2020-06-01,2020,6
"전북",111,2020-06-01,2020,6
"전남",94,2020-06-01,2020,6
"경북",127,2020-06-01,2020,6
"경남",156,2020-06-01,2020,6
"제주",36,2020-06-01,2020,6
"서울",195,2020-07-01,2020,7
"부산",120,2020-07-01,2020,7
"대구",74,2020-07-01,2020,7
"인천",146,2020-07-01,2020,7
"광주",74,2020-07-01,2020,7
"대전",105,2020-07-01,2020,7
"울산",39,2020-07-01,2020,7
"세종",0,2020-07-01,2020,7
"경기",585,2020-07-01,2020,7
"강원",109,2020-07-01,2020,7
"충북",82,2020-07-01,2020,7
"충남",93,2020-07-01,2020,7
"전북",139,2020-07-01,2020,7
"전남",115,2020-07-01,2020,7
"경북",118,2020-07-01,2020,7
"경남",175,2020-07-01,2020,7
"제주",42,2020-07-01,2020,7
"서울",189,2020-08-01,2020,8
"부산",110,2020-08-01,2020,8
"대구",87,2020-08-01,2020,8
"인천",156,2020-08-01,2020,8
"광주",59,2020-08-01,2020,8
"대전",96,2020-08-01,2020,8
"울산",54,2020-08-01,2020,8
"세종",6,2020-08-01,2020,8
"경기",619,2020-08-01,2020,8
"강원",98,2020-08-01,2020,8
"충북",132,2020-08-01,2020,8
"충남",121,2020-08-01,2020,8
"전북",135,2020-08-01,2020,8
"전남",105,2020-08-01,2020,8
"경북",108,2020-08-01,2020,8
"경남",159,2020-08-01,2020,8
"제주",41,2020-08-01,2020,8
"서울",160,2020-09-01,2020,9
"부산",106,2020-09-01,2020,9
"대구",84,2020-09-01,2020,9
"인천",111,2020-09-01,2020,9
"광주",54,2020-09-01,2020,9
"대전",82,2020-09-01,2020,9
"울산",47,2020-09-01,2020,9
"세종",4,2020-09-01,2020,9
"경기",489,2020-09-01,2020,9
"강원",85,2020-09-01,2020,9
"충북",95,2020-09-01,2020,9
"충남",109,2020-09-01,2020,9
"전북",104,2020-09-01,2020,9
"전남",101,2020-09-01,2020,9
"경북",98,2020-09-01,2020,9
"경남",121,2020-09-01,2020,9
"제주",37,2020-09-01,2020,9
"서울",150,2020-10-01,2020,10
"부산",94,2020-10-01,2020,10
"대구",85,2020-10-01,2020,10
"인천",84,2020-10-01,2020,10
"광주",55,2020-10-01,2020,10
"대전",64,2020-10-01,2020,10
"울산",43,2020-10-01,2020,10
"세종",3,2020-10-01,2020,10
"경기",452,2020-10-01,2020,10
"강원",102,2020-10-01,2020,10
"충북",68,2020-10-01,2020,10
"충남",104,2020-10-01,2020,10
"전북",81,2020-10-01,2020,10
"전남",91,2020-10-01,2020,10
"경북",95,2020-10-01,2020,10
"경남",140,2020-10-01,2020,10
"제주",35,2020-10-01,2020,10
"서울",108,2020-11-01,2020,11
"부산",82,2020-11-01,2020,11
"대구",61,2020-11-01,2020,11
"인천",107,2020-11-01,2020,11
"광주",50,2020-11-01,2020,11
"대전",66,2020-11-01,2020,11
"울산",28,2020-11-01,2020,11
"세종",5,2020-11-01,2020,11
"경기",399,2020-11-01,2020,11
"강원",76,2020-11-01,2020,11
"충북",72,2020-11-01,2020,11
"충남",85,2020-11-01,2020,11
"전북",84,2020-11-01,2020,11
"전남",78,2020-11-01,2020,11
"경북",95,2020-11-01,2020,11
"경남",102,2020-11-01,2020,11
"제주",33,2020-11-01,2020,11
"서울",104,2020-12-01,2020,12
"부산",52,2020-12-01,2020,12
"대구",52,2020-12-01,2020,12
"인천",76,2020-12-01,2020,12
"광주",48,2020-12-01,2020,12
"대전",55,2020-12-01,2020,12
"울산",29,2020-12-01,2020,12
"세종",7,2020-12-01,2020,12
"경기",326,2020-12-01,2020,12
"강원",57,2020-12-01,2020,12
"충북",57,2020-12-01,2020,12
"충남",83,2020-12-01,2020,12
"전북",71,2020-12-01,2020,12
"전남",71,2020-12-01,2020,12
"경북",83,2020-12-01,2020,12
"경남",87,2020-12-01,2020,12
"제주",30,2020-12-01,2020,12
